actorId,neighborId,sim,commonNeighbors
nm8300827,nm0361526,0.9994,0
nm2852892,nm1008063,0.9995,5
nm2852892,nm0993695,0.9995,10
nm2852892,nm0014954,0.9995,5
nm2852892,nm2815817,0.9989,5
nm2852892,nm0297669,0.9989,3
nm2852892,nm3491019,0.9986,1
nm2852892,nm5083230,0.9984,3
nm2852892,nm5025250,0.9983,0
nm2852892,nm0875460,0.9982,2
nm2852892,nm1048051,0.9982,3
nm2755346,nm1092370,1.0,2
nm2755346,nm0812760,1.0,2
nm2755346,nm2794834,1.0,2
nm2755346,nm2546411,1.0,3
nm2755346,nm1287358,1.0,0
nm2755346,nm0039746,1.0,0
nm2755346,nm1028434,1.0,2
nm2755346,nm1184557,1.0,1
nm2755346,nm0044082,1.0,1
nm2755346,nm2787335,1.0,1
nm3608767,nm3792384,1.0,6
nm3608767,nm2977124,1.0,1
nm3608767,nm4349094,1.0,5
nm3608767,nm5798585,1.0,8
nm3608767,nm5159672,1.0,1
nm3608767,nm7512142,1.0,1
nm3608767,nm1372094,1.0,8
nm3608767,nm3844346,1.0,5
nm3608767,nm0240880,1.0,1
nm3608767,nm5895749,1.0,2
nm1871112,nm7393874,1.0,3
nm1871112,nm4949417,1.0,2
nm1871112,nm1397299,0.9996,1
nm1871112,nm4939566,0.9995,1
nm1871112,nm6649930,0.9995,1
nm1871112,nm2671390,0.9995,2
nm1871112,nm6784658,0.9995,1
nm1871112,nm0212541,0.9995,1
nm1871112,nm0537977,0.9992,1
nm1871112,nm3056725,0.9992,1
nm7393874,nm1871112,1.0,3
nm7393874,nm4949417,1.0,2
nm7393874,nm1397299,0.9996,1
nm7393874,nm4939566,0.9995,1
nm7393874,nm6649930,0.9995,1
nm7393874,nm2671390,0.9995,2
nm7393874,nm6784658,0.9995,1
nm7393874,nm0212541,0.9995,1
nm7393874,nm0537977,0.9992,1
nm7393874,nm3056725,0.9992,1
nm2387401,nm2419625,0.9994,12
nm2387401,nm2411515,0.9994,5
nm2387401,nm1662153,0.9994,14
nm2387401,nm10297695,0.9992,6
nm2387401,nm2383070,0.9991,13
nm2387401,nm2386632,0.9991,12
nm2387401,nm2363115,0.9991,12
nm2387401,nm10295767,0.9988,10
nm2387401,nm2395335,0.9986,14
nm2387401,nm1580115,0.9986,8
nm5408347,nm1413394,0.9972,2
nm5408347,nm1550987,0.9972,2
nm5408347,nm5917283,0.9943,3
nm5408347,nm3836444,0.9899,3
nm5408347,nm5048092,0.9873,3
nm5408347,nm5162621,0.9839,6
nm5408347,nm5921321,0.9826,5
nm5408347,nm0008690,0.9762,2
nm5408347,nm4763574,0.9736,1
nm5408347,nm4005399,0.9702,2
nm2849785,nm0139568,1.0,0
nm2849785,nm9693270,1.0,0
nm2849785,nm6602298,1.0,0
nm2849785,nm2203315,1.0,0
nm2849785,nm0150987,1.0,0
nm2849785,nm0594909,1.0,0
nm2849785,nm0000329,1.0,1
nm2849785,nm0151097,1.0,0
nm2849785,nm0014620,1.0,0
nm2849785,nm0387363,1.0,0
nm2546442,nm7104443,1.0,5
nm2546442,nm1538053,1.0,1
nm2546442,nm8775863,1.0,4
nm2546442,nm4983326,0.9998,1
nm2546442,nm2134972,0.9997,0
nm2546442,nm1794495,0.9996,5
nm2546442,nm5032766,0.9996,1
nm2546442,nm0286570,0.9996,2
nm2546442,nm3440235,0.9995,1
nm2546442,nm0466936,0.9995,7
nm2562850,nm5212072,1.0,6
nm2562850,nm9311326,0.9999,0
nm2562850,nm0348018,0.9999,5
nm2562850,nm2827761,0.9998,4
nm2562850,nm9461280,0.9997,6
nm2562850,nm10455044,0.9996,1
nm2562850,nm5551642,0.9995,3
nm2562850,nm8358490,0.9993,2
nm2562850,nm8894370,0.9992,12
nm2562850,nm7030186,0.9991,7
nm4052191,nm4241366,1.0,0
nm4052191,nm11840724,0.9969,0
nm4052191,nm2668717,0.9968,0
nm4052191,nm3442218,0.9963,0
nm4052191,nm0219334,0.9962,0
nm4052191,nm0155978,0.9959,0
nm4052191,nm1779926,0.9959,0
nm4052191,nm10365512,0.9958,0
nm4052191,nm1734602,0.9958,0
nm4052191,nm9956418,0.9957,0
nm7100817,nm1256745,1.0,1
nm7100817,nm2212823,1.0,3
nm7100817,nm2806111,1.0,6
nm7100817,nm5683997,1.0,0
nm7100817,nm4519769,0.9998,2
nm7100817,nm6229773,0.9998,2
nm7100817,nm2151247,0.9996,2
nm7100817,nm0419660,0.9995,0
nm7100817,nm1268681,0.9993,1
nm7100817,nm0419705,0.9985,0
nm9406873,nm9155775,1.0,4
nm9406873,nm3524360,0.9998,2
nm9406873,nm0000626,0.9998,1
nm9406873,nm7014938,0.9997,1
nm9406873,nm5276242,0.9994,2
nm9406873,nm1864017,0.9981,2
nm9406873,nm7349457,0.9966,2
nm9406873,nm7899531,0.9959,0
nm9406873,nm2672980,0.9959,0
nm9406873,nm8268551,0.9956,0
nm6229730,nm8910982,1.0,6
nm6229730,nm0284717,1.0,4
nm6229730,nm2791178,1.0,5
nm6229730,nm9427108,0.9999,0
nm6229730,nm3591507,0.9999,1
nm6229730,nm2897658,0.9999,1
nm6229730,nm9421636,0.9999,0
nm6229730,nm10484958,0.9998,0
nm6229730,nm5364548,0.9998,1
nm6229730,nm0798473,0.9996,2
nm7922387,nm2343617,0.9999,0
nm7922387,nm9884210,0.9999,5
nm7922387,nm3440235,0.9993,1
nm7922387,nm5032766,0.9993,0
nm7922387,nm8775863,0.9983,5
nm7922387,nm7104443,0.9978,7
nm7922387,nm2546442,0.9978,5
nm7922387,nm1538053,0.9973,2
nm7922387,nm4983326,0.9964,0
nm7922387,nm2134972,0.9957,0
nm3910892,nm3909445,0.9944,2
nm3910892,nm5531691,0.9944,0
nm3910892,nm3749108,0.9935,2
nm3910892,nm6492899,0.9933,4
nm3910892,nm4223263,0.9903,2
nm3910892,nm0710161,0.9903,3
nm3910892,nm0474871,0.9892,2
nm3910892,nm7548924,0.9878,2
nm3910892,nm9574516,0.9782,2
nm3910892,nm0043199,0.977,2
nm4987686,nm4303311,0.9985,4
nm4987686,nm2893431,0.9962,3
nm4987686,nm5667822,0.9948,5
nm4987686,nm2977461,0.9939,4
nm4987686,nm5481013,0.9919,3
nm4987686,nm5137121,0.9792,4
nm4987686,nm7121595,0.9725,1
nm4987686,nm0353697,0.9692,0
nm4987686,nm1883210,0.9663,3
nm4987686,nm0394649,0.9583,0
nm4241366,nm4052191,1.0,0
nm4241366,nm11840724,0.9971,0
nm4241366,nm2668717,0.997,0
nm4241366,nm3442218,0.9963,0
nm4241366,nm0219334,0.9962,0
nm4241366,nm10365512,0.996,0
nm4241366,nm0155978,0.996,0
nm4241366,nm1779926,0.9959,0
nm4241366,nm1734602,0.9958,0
nm4241366,nm3589171,0.9957,0
nm5481013,nm2977461,0.9998,4
nm5481013,nm5667822,0.9996,5
nm5481013,nm5137121,0.9956,3
nm5481013,nm2893431,0.994,4
nm5481013,nm4987686,0.9919,3
nm5481013,nm4303311,0.9836,4
nm5481013,nm1101677,0.9762,3
nm5481013,nm7121595,0.9717,1
nm5481013,nm0757327,0.9402,1
nm5481013,nm1840556,0.9343,1
nm5649428,nm3008388,1.0,2
nm5649428,nm8139485,1.0,2
nm5649428,nm5613974,0.9999,0
nm5649428,nm1773122,0.9995,0
nm5649428,nm1386721,0.9991,0
nm5649428,nm2081164,0.999,0
nm5649428,nm4843024,0.9984,2
nm5649428,nm7734449,0.9981,0
nm5649428,nm8483176,0.9974,1
nm5649428,nm8203122,0.9962,0
nm5166644,nm1415008,1.0,2
nm5166644,nm6229747,0.9996,3
nm5166644,nm9433015,0.9995,3
nm5166644,nm2897413,0.9995,1
nm5166644,nm0224882,0.9993,3
nm5166644,nm1550104,0.9989,2
nm5166644,nm2156908,0.9986,8
nm5166644,nm0798473,0.9983,3
nm5166644,nm5364548,0.998,1
nm5166644,nm8491125,0.9977,7
nm1665222,nm0467043,0.9822,5
nm1665222,nm0881540,0.9795,10
nm1665222,nm0532610,0.9785,7
nm1665222,nm4877066,0.9671,7
nm1665222,nm0644952,0.9479,7
nm1665222,nm0014955,0.9319,10
nm1665222,nm1829277,0.9218,2
nm1665222,nm0906699,0.9185,3
nm1665222,nm1800639,0.9143,5
nm1665222,nm0882255,0.9132,8
nm3286633,nm0437053,0.9984,9
nm3286633,nm1550800,0.9957,4
nm3286633,nm0023097,0.9953,7
nm3286633,nm1032596,0.9919,7
nm3286633,nm10797159,0.9906,7
nm3286633,nm0541126,0.9886,8
nm3286633,nm1432283,0.9708,7
nm3286633,nm0222181,0.9566,3
nm3286633,nm3159930,0.9496,7
nm3286633,nm10813453,0.9397,1
nm10276749,nm0025459,1.0,3
nm10276749,nm1121917,0.9999,3
nm10276749,nm10372348,0.9999,3
nm10276749,nm10367779,0.9999,3
nm10276749,nm12873804,0.995,0
nm10276749,nm0000593,0.995,0
nm10276749,nm0180639,0.995,0
nm10276749,nm6250631,0.995,0
nm10276749,nm0780485,0.995,0
nm10276749,nm8582082,0.9947,0
nm3016957,nm0451345,1.0,5
nm3016957,nm3755586,1.0,8
nm3016957,nm3492864,1.0,5
nm3016957,nm0015003,1.0,5
nm3016957,nm0066827,1.0,8
nm3016957,nm0030135,1.0,4
nm3016957,nm0149802,1.0,4
nm3016957,nm10301995,0.9998,4
nm3016957,nm0440590,0.9998,5
nm3016957,nm0125211,0.9995,1
nm0406733,nm1296300,0.9953,13
nm0406733,nm1595572,0.9935,13
nm0406733,nm1796812,0.9927,6
nm0406733,nm2384746,0.9912,13
nm0406733,nm1800631,0.991,10
nm0406733,nm6517349,0.9892,9
nm0406733,nm1796242,0.9892,11
nm0406733,nm7645455,0.9891,10
nm0406733,nm1794199,0.9879,12
nm0406733,nm1698868,0.986,7
nm10282858,nm10288541,0.999,5
nm10282858,nm1662057,0.9989,11
nm10282858,nm6718435,0.9989,9
nm10282858,nm1665429,0.9986,8
nm10282858,nm2382533,0.9985,8
nm10282858,nm5729867,0.9985,10
nm10282858,nm2611061,0.9984,8
nm10282858,nm5181684,0.9984,8
nm10282858,nm2382711,0.9984,6
nm10282858,nm0605299,0.9983,13
nm0693871,nm1032423,1.0,5
nm0693871,nm1158284,1.0,4
nm0693871,nm1671208,1.0,8
nm0693871,nm1133558,1.0,1
nm0693871,nm3375850,1.0,1
nm0693871,nm6470228,1.0,2
nm0693871,nm1724635,1.0,2
nm0693871,nm0066093,1.0,5
nm0693871,nm1096466,1.0,1
nm0693871,nm0008124,1.0,2
nm0066827,nm3016957,1.0,8
nm0066827,nm0451345,1.0,5
nm0066827,nm3755586,1.0,8
nm0066827,nm0030135,1.0,4
nm0066827,nm3492864,1.0,5
nm0066827,nm0015003,1.0,5
nm0066827,nm0149802,1.0,4
nm0066827,nm10301995,0.9999,4
nm0066827,nm0440590,0.9997,5
nm0066827,nm0125211,0.9994,1
nm3755586,nm3492864,1.0,5
nm3755586,nm3016957,1.0,8
nm3755586,nm0451345,1.0,5
nm3755586,nm0015003,1.0,5
nm3755586,nm0066827,1.0,8
nm3755586,nm0030135,1.0,4
nm3755586,nm0149802,1.0,4
nm3755586,nm10301995,0.9998,4
nm3755586,nm0440590,0.9998,5
nm3755586,nm0125211,0.9995,1
nm3041664,nm0252775,1.0,7
nm3041664,nm9300004,1.0,3
nm3041664,nm1687861,1.0,7
nm3041664,nm5812965,1.0,5
nm3041664,nm5585713,1.0,5
nm3041664,nm0119711,1.0,5
nm3041664,nm7470146,1.0,3
nm3041664,nm6137761,0.9999,5
nm3041664,nm3143558,0.9997,1
nm3041664,nm5242693,0.9994,0
nm2552308,nm10435079,1.0,0
nm2552308,nm0035250,1.0,0
nm2552308,nm0351670,1.0,0
nm2552308,nm1125189,1.0,2
nm2552308,nm0287544,1.0,2
nm2552308,nm0147923,1.0,6
nm2552308,nm0850809,1.0,7
nm2552308,nm0312647,1.0,3
nm2552308,nm0351497,1.0,0
nm2552308,nm0258899,1.0,1
nm0437053,nm1550800,0.9991,4
nm0437053,nm3286633,0.9984,9
nm0437053,nm0023097,0.9922,7
nm0437053,nm1032596,0.9866,7
nm0437053,nm10797159,0.9836,7
nm0437053,nm0541126,0.9809,8
nm0437053,nm0222181,0.9667,3
nm0437053,nm1432283,0.966,7
nm0437053,nm10813453,0.9524,1
nm0437053,nm3154399,0.9425,9
nm6194565,nm10306945,0.9934,5
nm6194565,nm1189725,0.9837,9
nm6194565,nm6194571,0.912,5
nm6194565,nm0251177,0.908,5
nm6194565,nm6194573,0.8955,5
nm6194565,nm6194569,0.8936,5
nm6194565,nm0594652,0.8544,5
nm6194565,nm0594348,0.8498,2
nm6194565,nm0457492,0.8386,5
nm6194565,nm0359226,0.8325,9
nm0252775,nm3041664,1.0,7
nm0252775,nm5585713,1.0,5
nm0252775,nm1687861,1.0,7
nm0252775,nm0119711,1.0,5
nm0252775,nm9300004,1.0,3
nm0252775,nm5812965,1.0,5
nm0252775,nm7470146,1.0,3
nm0252775,nm6137761,0.9999,5
nm0252775,nm3143558,0.9997,1
nm0252775,nm5242693,0.9995,0
nm1687861,nm9300004,1.0,3
nm1687861,nm5812965,1.0,5
nm1687861,nm0252775,1.0,7
nm1687861,nm3041664,1.0,7
nm1687861,nm5585713,1.0,5
nm1687861,nm7470146,1.0,3
nm1687861,nm0119711,1.0,5
nm1687861,nm6137761,0.9999,5
nm1687861,nm3143558,0.9996,1
nm1687861,nm5242693,0.9994,0
nm2547435,nm10435079,1.0,0
nm2547435,nm0678950,1.0,1
nm2547435,nm4364003,1.0,6
nm2547435,nm0876847,1.0,1
nm2547435,nm0654758,1.0,3
nm2547435,nm0181881,1.0,3
nm2547435,nm1146609,1.0,2
nm2547435,nm0856194,1.0,0
nm2547435,nm0147923,1.0,6
nm2547435,nm0351497,1.0,0
nm2760502,nm1033328,1.0,5
nm2760502,nm0451571,1.0,4
nm2760502,nm2787335,1.0,0
nm2760502,nm0044082,1.0,0
nm2760502,nm1184557,1.0,0
nm2760502,nm0039746,1.0,0
nm2760502,nm1287358,1.0,0
nm2760502,nm0812760,1.0,3
nm2760502,nm1092370,1.0,4
nm2760502,nm2755346,1.0,2
nm3380735,nm0678950,1.0,0
nm3380735,nm10435079,1.0,0
nm3380735,nm0440202,1.0,8
nm3380735,nm0063205,1.0,0
nm3380735,nm12299612,1.0,0
nm3380735,nm0149194,1.0,0
nm3380735,nm0035250,1.0,0
nm3380735,nm0457973,1.0,0
nm3380735,nm0876847,1.0,2
nm3380735,nm0287544,1.0,2
nm6517349,nm1595572,0.9959,11
nm6517349,nm1662075,0.9932,12
nm6517349,nm1745545,0.9928,10
nm6517349,nm2384746,0.9908,13
nm6517349,nm1794199,0.9906,10
nm6517349,nm2418329,0.9903,13
nm6517349,nm0406733,0.9892,9
nm6517349,nm1796242,0.9889,11
nm6517349,nm7645455,0.9885,9
nm6517349,nm0441102,0.9879,13
nm2794834,nm2755346,1.0,2
nm2794834,nm1092370,1.0,4
nm2794834,nm0812760,1.0,3
nm2794834,nm2546411,1.0,5
nm2794834,nm1028434,1.0,1
nm2794834,nm2139077,1.0,1
nm2794834,nm1286565,1.0,0
nm2794834,nm1287358,1.0,0
nm2794834,nm0039746,1.0,0
nm2794834,nm1184557,1.0,0
nm0645422,nm5493729,0.9967,9
nm0645422,nm0462017,0.9583,5
nm0645422,nm0594062,0.9358,6
nm0645422,nm5077088,0.9259,5
nm0645422,nm0594652,0.9172,9
nm0645422,nm0476675,0.9015,2
nm0645422,nm3173883,0.8932,2
nm0645422,nm3472350,0.8728,3
nm0645422,nm0410968,0.8519,1
nm0645422,nm0620172,0.8395,3
nm5493729,nm0645422,0.9967,9
nm5493729,nm0462017,0.9596,5
nm5493729,nm5077088,0.9301,5
nm5493729,nm0594062,0.9297,6
nm5493729,nm0594652,0.9278,9
nm5493729,nm0476675,0.9051,2
nm5493729,nm3173883,0.8972,2
nm5493729,nm3472350,0.8778,3
nm5493729,nm0410968,0.8545,1
nm5493729,nm0620172,0.8461,3
nm0618628,nm4364003,1.0,6
nm0618628,nm0440202,1.0,8
nm0618628,nm0037490,1.0,0
nm0618628,nm2547435,1.0,6
nm0618628,nm0040366,1.0,2
nm0618628,nm3380735,1.0,8
nm0618628,nm0149194,1.0,0
nm0618628,nm0244428,1.0,3
nm0618628,nm0951304,1.0,2
nm0618628,nm0758656,1.0,3
nm0689996,nm4158850,1.0,2
nm0689996,nm6500854,0.9999,2
nm0689996,nm0873398,0.9997,0
nm0689996,nm8300827,0.9991,1
nm0689996,nm3166305,0.9991,2
nm0689996,nm1085921,0.9987,1
nm0689996,nm3219657,0.9984,0
nm0689996,nm0092608,0.9982,0
nm0689996,nm0059303,0.9977,0
nm0689996,nm2208237,0.9976,0
nm6500854,nm4158850,1.0,2
nm6500854,nm0689996,0.9999,2
nm6500854,nm0873398,0.9994,0
nm6500854,nm8300827,0.9985,1
nm6500854,nm3166305,0.9985,2
nm6500854,nm1085921,0.998,1
nm6500854,nm3219657,0.9977,0
nm6500854,nm0092608,0.9974,0
nm6500854,nm0059303,0.9969,0
nm6500854,nm2208237,0.9967,0
nm0476675,nm5077088,0.9947,9
nm0476675,nm0410968,0.978,6
nm0476675,nm3472350,0.9449,7
nm0476675,nm3173883,0.9364,9
nm0476675,nm0462017,0.907,2
nm0476675,nm5493729,0.9051,2
nm0476675,nm0645422,0.9015,2
nm0476675,nm0620172,0.8957,7
nm0476675,nm0757299,0.8922,6
nm0476675,nm0594062,0.8631,6
nm4763845,nm9546798,1.0,2
nm4763845,nm9461509,1.0,0
nm4763845,nm9624380,0.9999,2
nm4763845,nm8894370,0.9997,8
nm4763845,nm8358488,0.9997,4
nm4763845,nm5551642,0.9995,1
nm4763845,nm10455044,0.9994,1
nm4763845,nm0365303,0.9993,1
nm4763845,nm4731146,0.9991,2
nm4763845,nm0348018,0.9989,3
nm1829277,nm0386205,0.9747,9
nm1829277,nm0467043,0.9627,6
nm1829277,nm0590775,0.9539,5
nm1829277,nm1586491,0.9503,6
nm1829277,nm0555474,0.9438,6
nm1829277,nm0644952,0.9422,1
nm1829277,nm0359271,0.9379,7
nm1829277,nm0881540,0.9351,4
nm1829277,nm4877066,0.9266,1
nm1829277,nm1655500,0.9259,9
nm2273418,nm0880857,0.9952,10
nm2273418,nm0590906,0.9935,10
nm2273418,nm0299203,0.9655,6
nm2273418,nm10355526,0.9653,6
nm2273418,nm1446372,0.9404,6
nm2273418,nm0591540,0.933,7
nm2273418,nm0383026,0.9265,6
nm2273418,nm0394661,0.8779,6
nm2273418,nm0594365,0.8138,1
nm2273418,nm1655500,0.8083,5
nm4158850,nm0689996,1.0,2
nm4158850,nm6500854,1.0,2
nm4158850,nm0873398,0.9997,0
nm4158850,nm8300827,0.999,1
nm4158850,nm3166305,0.999,2
nm4158850,nm1085921,0.9986,1
nm4158850,nm3219657,0.9983,0
nm4158850,nm0092608,0.9981,0
nm4158850,nm0059303,0.9976,0
nm4158850,nm2208237,0.9974,0
nm9321611,nm2661912,1.0,0
nm9321611,nm7548456,1.0,0
nm9321611,nm0034804,1.0,0
nm9321611,nm5664413,1.0,0
nm9321611,nm3029960,1.0,0
nm9321611,nm8777468,1.0,0
nm9321611,nm8759834,1.0,0
nm9321611,nm1417182,1.0,2
nm9321611,nm8737285,1.0,1
nm9321611,nm8432165,1.0,1
nm0879989,nm1002952,0.9997,3
nm0879989,nm5079417,0.9993,1
nm0879989,nm8017732,0.9986,0
nm0879989,nm8021222,0.9985,0
nm0879989,nm8401263,0.9962,1
nm0879989,nm5083762,0.9961,0
nm0879989,nm0644554,0.9948,0
nm0879989,nm1030209,0.9931,3
nm0879989,nm0793731,0.9913,3
nm0879989,nm10392374,0.9904,0
nm7899531,nm2672980,1.0,5
nm7899531,nm8268551,1.0,5
nm7899531,nm9908280,1.0,4
nm7899531,nm7331081,1.0,4
nm7899531,nm0914444,0.9999,5
nm7899531,nm7349457,0.9998,2
nm7899531,nm8500687,0.9998,3
nm7899531,nm3524360,0.9975,0
nm7899531,nm1453507,0.9968,0
nm7899531,nm5243426,0.9968,0
nm5095124,nm3554025,0.9995,1
nm5095124,nm1001108,0.9994,4
nm5095124,nm2852571,0.9992,3
nm5095124,nm3299039,0.9992,1
nm5095124,nm0590985,0.999,2
nm5095124,nm0999515,0.9973,2
nm5095124,nm1003010,0.9967,1
nm5095124,nm1800746,0.9963,4
nm5095124,nm5233402,0.996,2
nm5095124,nm2812453,0.9955,4
nm1002952,nm0879989,0.9997,3
nm1002952,nm8017732,0.9993,0
nm1002952,nm5079417,0.9989,1
nm1002952,nm8021222,0.9977,0
nm1002952,nm5083762,0.9966,0
nm1002952,nm8401263,0.9951,1
nm1002952,nm0644554,0.9937,0
nm1002952,nm1030209,0.9903,3
nm1002952,nm0793731,0.9881,3
nm1002952,nm10392374,0.9872,0
nm10204537,nm5421394,1.0,4
nm10204537,nm6826659,1.0,5
nm10204537,nm3651492,1.0,4
nm10204537,nm10278449,1.0,7
nm10204537,nm6508720,1.0,3
nm10204537,nm10284012,1.0,4
nm10204537,nm10285136,1.0,4
nm10204537,nm4950057,1.0,4
nm10204537,nm6827674,1.0,3
nm10204537,nm10285007,1.0,2
nm10372348,nm0025459,1.0,3
nm10372348,nm10276749,0.9999,3
nm10372348,nm1121917,0.9997,3
nm10372348,nm10367779,0.9996,3
nm10372348,nm6250631,0.9948,0
nm10372348,nm12873804,0.9948,0
nm10372348,nm0000593,0.9948,0
nm10372348,nm0180639,0.9948,0
nm10372348,nm0780485,0.9948,0
nm10372348,nm2790265,0.9945,0
nm10386207,nm3542926,1.0,1
nm10386207,nm10386206,0.9996,1
nm10386207,nm3486660,0.9966,0
nm10386207,nm0070771,0.9965,0
nm10386207,nm11089405,0.996,0
nm10386207,nm8583232,0.9959,0
nm10386207,nm0501802,0.9959,0
nm10386207,nm0174403,0.9958,0
nm10386207,nm1616085,0.9957,0
nm10386207,nm3928107,0.9956,0
nm2876852,nm1948307,1.0,3
nm2876852,nm1728167,1.0,3
nm2876852,nm3620703,1.0,2
nm2876852,nm2009629,1.0,2
nm2876852,nm7434342,0.9932,0
nm2876852,nm2988542,0.9932,0
nm2876852,nm9097614,0.9932,0
nm2876852,nm0069580,0.9932,0
nm2876852,nm2669366,0.9932,0
nm2876852,nm11541663,0.9905,0
nm1948307,nm2876852,1.0,3
nm1948307,nm1728167,1.0,3
nm1948307,nm3620703,1.0,2
nm1948307,nm2009629,1.0,2
nm1948307,nm7434342,0.9932,0
nm1948307,nm2988542,0.9932,0
nm1948307,nm9097614,0.9932,0
nm1948307,nm0069580,0.9932,0
nm1948307,nm2669366,0.9932,0
nm1948307,nm11541663,0.9905,0
nm10287248,nm5421394,1.0,4
nm10287248,nm10278449,1.0,7
nm10287248,nm8073026,1.0,3
nm10287248,nm10276556,1.0,3
nm10287248,nm4950057,1.0,4
nm10287248,nm10278481,1.0,2
nm10287248,nm10204537,1.0,7
nm10287248,nm10278478,1.0,4
nm10287248,nm6827674,1.0,3
nm10287248,nm10285007,1.0,2
nm10322429,nm10322436,1.0,1
nm10322429,nm7329204,0.9999,1
nm10322429,nm0144812,0.9977,0
nm10322429,nm2336481,0.9976,0
nm10322429,nm0323574,0.9976,0
nm10322429,nm3485889,0.9976,0
nm10322429,nm0101880,0.9975,0
nm10322429,nm5454124,0.9974,0
nm10322429,nm0015440,0.9973,0
nm10322429,nm1221055,0.9972,0
nm10322436,nm10322429,1.0,1
nm10322436,nm7329204,1.0,1
nm10322436,nm0144812,0.9978,0
nm10322436,nm2336481,0.9977,0
nm10322436,nm0323574,0.9977,0
nm10322436,nm3485889,0.9976,0
nm10322436,nm0101880,0.9976,0
nm10322436,nm5454124,0.9975,0
nm10322436,nm0015440,0.9974,0
nm10322436,nm1221055,0.9973,0
nm1033328,nm0451571,1.0,4
nm1033328,nm2787335,1.0,0
nm1033328,nm0044082,1.0,0
nm1033328,nm1184557,1.0,0
nm1033328,nm2760502,1.0,5
nm1033328,nm0039746,1.0,0
nm1033328,nm1287358,1.0,0
nm1033328,nm0812760,1.0,3
nm1033328,nm1092370,1.0,4
nm1033328,nm2755346,1.0,2
nm10367779,nm1121917,1.0,3
nm10367779,nm10276749,0.9999,3
nm10367779,nm0025459,0.9997,3
nm10367779,nm10372348,0.9996,3
nm10367779,nm12873804,0.995,0
nm10367779,nm0000593,0.995,0
nm10367779,nm0780485,0.995,0
nm10367779,nm0180639,0.995,0
nm10367779,nm6250631,0.9949,0
nm10367779,nm8582082,0.9948,0
nm7329204,nm10322436,1.0,1
nm7329204,nm10322429,0.9999,1
nm7329204,nm0144812,0.9977,0
nm7329204,nm0323574,0.9976,0
nm7329204,nm3485889,0.9976,0
nm7329204,nm2336481,0.9976,0
nm7329204,nm5454124,0.9975,0
nm7329204,nm0101880,0.9975,0
nm7329204,nm0015440,0.9974,0
nm7329204,nm1221055,0.9973,0
nm2951762,nm5079362,0.9978,1
nm2951762,nm1031561,0.9973,1
nm2951762,nm0437140,0.9969,3
nm2951762,nm1001213,0.9967,3
nm2951762,nm2906571,0.9911,1
nm2951762,nm2852415,0.9851,1
nm2951762,nm5095853,0.9847,1
nm2951762,nm1066117,0.9831,2
nm2951762,nm5233402,0.9814,2
nm2951762,nm1003010,0.9801,1
nm10386206,nm10386207,0.9996,1
nm10386206,nm3542926,0.9994,1
nm10386206,nm3486660,0.9968,0
nm10386206,nm0070771,0.9968,0
nm10386206,nm11089405,0.9968,0
nm10386206,nm8583232,0.9963,0
nm10386206,nm0501802,0.9962,0
nm10386206,nm0174403,0.9962,0
nm10386206,nm8502390,0.996,0
nm10386206,nm1794260,0.9959,0
nm3542926,nm10386207,1.0,1
nm3542926,nm10386206,0.9994,1
nm3542926,nm3486660,0.9965,0
nm3542926,nm0070771,0.9963,0
nm3542926,nm11089405,0.9957,0
nm3542926,nm0501802,0.9957,0
nm3542926,nm8583232,0.9957,0
nm3542926,nm0174403,0.9957,0
nm3542926,nm1616085,0.9955,0
nm3542926,nm3928107,0.9954,0
nm2532405,nm2843482,1.0,7
nm2532405,nm10532730,1.0,7
nm2532405,nm6225250,1.0,7
nm2532405,nm2191307,1.0,5
nm2532405,nm10532866,1.0,7
nm2532405,nm10407093,1.0,5
nm2532405,nm4975560,1.0,5
nm2532405,nm2225545,1.0,5
nm2532405,nm0733051,0.8899,0
nm2532405,nm1107060,0.8898,0
nm5025250,nm1008063,0.9995,0
nm5025250,nm2815817,0.9995,0
nm5025250,nm3491019,0.9992,0
nm5025250,nm0297669,0.9991,0
nm5025250,nm0875460,0.9986,1
nm5025250,nm0993544,0.9985,1
nm5025250,nm0793731,0.9985,0
nm5025250,nm2852892,0.9983,0
nm5025250,nm1030209,0.9978,0
nm5025250,nm10392374,0.9977,0
nm8017732,nm1002952,0.9993,0
nm8017732,nm5079417,0.9988,0
nm8017732,nm0879989,0.9986,0
nm8017732,nm5083762,0.9983,3
nm8017732,nm8021222,0.9976,3
nm8017732,nm8401263,0.9952,0
nm8017732,nm0644554,0.9943,1
nm8017732,nm1030209,0.9867,0
nm8017732,nm10392374,0.9843,0
nm8017732,nm0793731,0.9841,0
nm8021222,nm5079417,0.9997,1
nm8021222,nm8401263,0.9993,2
nm8021222,nm0644554,0.9987,3
nm8021222,nm0879989,0.9985,0
nm8021222,nm1002952,0.9977,0
nm8021222,nm5083762,0.9977,5
nm8021222,nm8017732,0.9976,3
nm8021222,nm1030209,0.9941,0
nm8021222,nm10392374,0.9938,2
nm8021222,nm0993544,0.9929,3
nm4605066,nm4188857,0.9999,1
nm4605066,nm10453506,0.9998,1
nm4605066,nm7385597,0.9957,0
nm4605066,nm10467151,0.9956,0
nm4605066,nm0224214,0.9956,0
nm4605066,nm1012524,0.9955,0
nm4605066,nm0156926,0.9955,0
nm4605066,nm1280699,0.9955,0
nm4605066,nm6390296,0.9954,0
